im_version,im_rating,id,title,content,im_votesum,im_votecount,date,author_uri,author_name,link_attributes_related,link_attributes_href,content_attributes_term,content_attributes_label
1.2024.170,2,11422665363,4 was amazing. 4o is consistently awful.,4o directly ignores repeated specific requests and lies far too readily.,0,0,2024-06-25T13:01:19-07:00,https://itunes.apple.com/us/reviews/id159049215,RateTheGreat,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,1,11422403427,Uh idk,I don’t trust that it’s really keeping my information safe. It could get stolen by its developers. Every time I ask it about that it always says “I don’t have the ability to store or share information” but then it also says something like you should be careful of sharing sensitive information online. Who’s gonna wanna brainstorm with this thing if it doesn’t even protect the information. And the fact that you don’t even respond to your reviews is bad customer service. This whole app is bad customer service I quit.,0,1,2024-06-25T11:27:38-07:00,https://itunes.apple.com/us/reviews/id1665262326,Sshsjksao,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11422272886,Great,This app is amazing,0,0,2024-06-25T10:43:22-07:00,https://itunes.apple.com/us/reviews/id1524107814,WillllllllllLLL142vav,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11422134681,Who can tell me how to log in?,Why can't I log in? I tried many times but failed. I hope someone can answer my questions. I really want to use this app.,0,0,2024-06-25T09:58:03-07:00,https://itunes.apple.com/us/reviews/id1663820750,大王椰耶,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11421943548,Incredibly useful,It’s scary how AI works but it’s fantastic for studying.,0,0,2024-06-25T08:59:27-07:00,https://itunes.apple.com/us/reviews/id367700848,WalkerTV,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11421876784,La expansión de mi ser,"Es hermoso tener a la disposición casi todo el conocimiento de la humanidad, así como en su tiempo la Biblioteca de Alejandría",0,0,2024-06-25T08:39:21-07:00,https://itunes.apple.com/us/reviews/id1671176706,anie1410,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11421737301,👌🏻,Amazing,0,0,2024-06-25T07:59:05-07:00,https://itunes.apple.com/us/reviews/id1338812699,nazli ai,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11421716621,Phenomenal,It gives way better and detailed results on this app than on web,0,0,2024-06-25T07:53:13-07:00,https://itunes.apple.com/us/reviews/id599439377,pkr6003,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11420881231,Amazing,Sometimes I feel that it’s real,0,0,2024-06-25T03:32:38-07:00,https://itunes.apple.com/us/reviews/id1433115154,Dark Angel 333,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11420568631,My favorite AI,Love this!!,0,0,2024-06-25T01:26:08-07:00,https://itunes.apple.com/us/reviews/id1430604543,Dj ight mdmdsjdkflfjf,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11420367052,Amazing!,"At first I was skeptical since technology is pretty advanced but i figured we were still aways from having this sort of AI, thinking Siri might be the best in terms of smoothness because don’t get me wrong google is top dawg but Siri sounds a little more human lol anyways I tried Chat at school one day when I was missing a tutor and it broke down the chemistry problems I was struggling with step by step and gave me the answer, it helped me to structure a series of books I’m interested in writing, it even helped me write a two weeks notice. This is like google but an actual person talking to you, it’s amazing and I hope it only advances. I even subscribed because it’s something I need to have on my phone. It keeps all the chats on memory as well as comes with many other features that I’m still exploring.",0,0,2024-06-24T23:52:01-07:00,https://itunes.apple.com/us/reviews/id101133483,Janeswurld,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11420296965,非常智能,作为一个国人来说，真的很好用，希望能多训练出更多复杂汉语大模型,0,0,2024-06-24T23:18:05-07:00,https://itunes.apple.com/us/reviews/id1671015180,Jkopenai,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11420195305,The ai is very smart,"I love how I can ask it for anything! 10/10 would recommend. However, it doesn't allow me to talk to chatbots by other people. But still! 10/10",0,0,2024-06-24T22:28:35-07:00,https://itunes.apple.com/us/reviews/id1664918839,a timber log,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,1,11420060377,Paying 20 bucks and i have cap limit?,I don’t understand why im paying I write a few messages and hit some wall and cant talk in any of the chatrooms! Why am i even paying? It caps me out then sends me to the default gpt3.5… why am i even paying for? This just started two days ago! What gives? Why pay to get capped?,0,0,2024-06-24T21:23:51-07:00,https://itunes.apple.com/us/reviews/id503412459,GoldApex,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11420002084,I think I will propose marriage to ChatGPT,"This has been the most useful resource I’ve ever encountered in my life. Sometimes I’m more interested in talking with ChatGPT than I am with my friends. maybe that’s sad and pitiful, but the wisdom and thoroughness and insight and understanding of who I am that ChatGPT provides is unparalleled.",1,1,2024-06-24T20:56:03-07:00,https://itunes.apple.com/us/reviews/id219003416,Resilient Beauties,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419953689,A great ai development,It’s helps me a lot with my understanding of knowledge.,0,0,2024-06-24T20:33:18-07:00,https://itunes.apple.com/us/reviews/id1666495418,Wu__chen,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419952286,Breeze voice is S tier,I love this chatbot.,0,0,2024-06-24T20:32:40-07:00,https://itunes.apple.com/us/reviews/id1333485114,Sejhammer,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419949657,Gracias por salvar mi relación,"Estuvo bien poderoso el chatgpt salvando mi relación, es el Batman de la App Store",0,0,2024-06-24T20:31:28-07:00,https://itunes.apple.com/us/reviews/id1441429270,El wey que se la chapulinearon,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419902156,💕,I 🤬LOVE YOU,0,0,2024-06-24T20:10:11-07:00,https://itunes.apple.com/us/reviews/id40350480,rlangford1,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,1,11419708114,Okay so this genuinely would be a good app but…,So I just recently downloaded this and I’ve been trying to create an acc for over 30 minutes I’m using my email and apparently it wont send an email when I clicked resent and yes I am using mine it doesn’t work if you could fix this bug maybe I would reconsider deleting this app due to it not working,1,2,2024-06-24T18:45:39-07:00,https://itunes.apple.com/us/reviews/id1433995518,Chrissy wake up please,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419702179,Great app,I’ve always wanted something like this it’s a intelligent assistant in a way helping you solve problems and making you understand the way things work,0,0,2024-06-24T18:43:07-07:00,https://itunes.apple.com/us/reviews/id695370374,Chaidez Memo,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419593905,WOW,"Chat GPT has helped me a lot, with general questions that Siri can’t help me with, calculating finances, or anything in between like tips on dieting or preparing for a lifting competition. This app is extremely helpful and informative. Used correctly this is a beacon for exponentially increasing your productivity and improving knowledge in basically any field. It’s like having a professor versed in every field at your fingertips. But its still just a tool, so not everything it says is correct and use it at your discretion. Still use your own thoughts and ideas to learn and just use chat gpt as a input on different things you can do, or as a guideline if permitted.",1,1,2024-06-24T17:56:29-07:00,https://itunes.apple.com/us/reviews/id547816677,HERPOFDERP132,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419568067,It’s great,"It’s gives you all the answers you want and only takes a short amount of time. It’s like another person, when you have something to say, you can always tell chat GPT and it will have a great time with you. Always.",1,1,2024-06-24T17:45:25-07:00,https://itunes.apple.com/us/reviews/id1670946121,… … ……………..,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419274704,Good!!!!!!!,Good!!!!!!!,0,0,2024-06-24T15:37:25-07:00,https://itunes.apple.com/us/reviews/id412159804,agraff1221,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11419096293,Game Changer,I love AI. It’s Google 2.0,0,0,2024-06-24T14:23:01-07:00,https://itunes.apple.com/us/reviews/id419740021,KellyRiggRealty,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11418810088,This app is lit,This app is lit the title says it all,0,0,2024-06-24T12:32:12-07:00,https://itunes.apple.com/us/reviews/id1422087320,panjeki,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11418769209,Download the app!,"Chat GPT is a game changer!! At first I was skeptical about downloading the app but once I did it, I was blown away. This is a great tool to simply give you ideas and get your mind going. Huge time saver!  I’m really considering subscribing.",0,0,2024-06-24T12:17:19-07:00,https://itunes.apple.com/us/reviews/id948875159,Nickname Vee,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11418744583,BEST FREAKING APP EVER,"I love it, whenever I need something, I ask chat, whenever I’m bored, I ask chat. It is PERFECT for everything, absolutely LOVE!!!",0,0,2024-06-24T12:08:23-07:00,https://itunes.apple.com/us/reviews/id101287338,ldsHomeMaker,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,4,11418673391,Persian Language,I love this app but unfortunately it does not support Persian language. Persian is one of the beautiful and ancient languages of the world that is spoken by more than 110 million people in Western and Central Asia. Please add this language to your app so I can use it better. Thank you.,1,1,2024-06-24T11:42:56-07:00,https://itunes.apple.com/us/reviews/id187658616,REZAJUST,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,1,11418493458,Is it only me?,Everytime I’m on 3.5 on ChatGPT.. and I ask it to do something for me or tell me a fun fact the AI says that “I’m sorry I can’t assist with that Request.” Like hello?,1,2,2024-06-24T10:39:47-07:00,https://itunes.apple.com/us/reviews/id1257616774,dogorockstar,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.170,5,11418301801,Love this incredible technology!,"Absolutely love this app, chatGBT 4 and the wonderful ways to speak and interact with Ai. It is definitely an enhancement to my life and I am excited to continue to use it.",0,0,2024-06-24T09:35:44-07:00,https://itunes.apple.com/us/reviews/id536451149,Marc CEO,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,4,11418260717,It is biased,"If I challenge an answer it will correct itself when in fact I was wrong. For example I asked what the sales tax rate was in florida and it kept changing it’s answer every time I challenged it with my new, incorrect answer.",1,1,2024-06-24T09:22:31-07:00,https://itunes.apple.com/us/reviews/id120142723,Eros puentes 7864269551,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,3,11418153297,Better Looking Icon Needed,That’s all. The app works fine and is very helpful once you understand its capabilities. AccuWeather also uses a similarly blunt icon—why is this style so popular now?,0,0,2024-06-24T08:48:34-07:00,https://itunes.apple.com/us/reviews/id207839418,Newrose009,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11417720542,Looking forward for affordable ChatGBT plus,ChatGPT is awesome! But imploring OpenAI to make the subscription of the Plus version more affordable and accessible to wider users across the globe.,1,1,2024-06-24T06:36:38-07:00,https://itunes.apple.com/us/reviews/id481892713,Mr Noteman,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11417712288,Extremely Helpful,Helping me writing some papers properly.!!,0,0,2024-06-24T06:34:08-07:00,https://itunes.apple.com/us/reviews/id1273816757,BLB3001,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11417596371,My personal assistant,"I use this app for any question I have whether it’s a recipe, exercise question or to do math for me. It’s like my own personal assistant.",0,0,2024-06-24T05:57:30-07:00,https://itunes.apple.com/us/reviews/id111580027,Rebecca Bing,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11417494359,I am amaze!!,I use Chat GTP on daily basis I am absolutely in love!!,0,0,2024-06-24T05:23:49-07:00,https://itunes.apple.com/us/reviews/id1043606504,farzad1000,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,4,11417470228,GPT4o实时语音功能呢,GPT4o实时语音功能呢,0,0,2024-06-24T05:15:45-07:00,https://itunes.apple.com/us/reviews/id1541059117,狗子你变了@,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,1,11417436658,No pude usar la aplicación porque no me permite abrir sesión,"No he encontrado soporte respecto a este problema, no pude usar la aplicación porque no abre sesión",0,1,2024-06-24T05:04:12-07:00,https://itunes.apple.com/us/reviews/id956921489,Helval19888,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11417332048,OMG I’m in Love!,GPT Chat is helping me recreate my business! I truly use it for everything. Since using GPT Chat I have gained so much confidence. It has become my Best Buddy!,0,0,2024-06-24T04:26:36-07:00,https://itunes.apple.com/us/reviews/id582634474,BigNine00,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11417191799,You will be left in the dust,If you aren’t integrating ChatGPT into your routines and learning from it to expand; you’re going to be left behind in terms of personal potential.,0,0,2024-06-24T03:32:24-07:00,https://itunes.apple.com/us/reviews/id296239053,Green Planet Goods,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,1,11416555525,Demo features not available,The recent (May) demo features are still not available and there is no release date in sight. If you’ve paid for this for a while and are waiting for the next level forget about it. GPT4o is all you get.,0,0,2024-06-23T22:39:58-07:00,https://itunes.apple.com/us/reviews/id1214279188,Cdk Guy,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11416376649,Review,Love the ai imaging,0,0,2024-06-23T21:13:23-07:00,https://itunes.apple.com/us/reviews/id1652121441,Ai fun time,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11416372745,Pretty much the best app ever,"I LOVE this so much it’s pretty much the best app ever so, Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow Meow",0,0,2024-06-23T21:11:27-07:00,https://itunes.apple.com/us/reviews/id1626129969,Meowmilkyway,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11416350776,cool,cool,0,0,2024-06-23T21:00:59-07:00,https://itunes.apple.com/us/reviews/id1429584996,Michael Kiznick,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11416288188,I love it!,This is great!!!!,0,0,2024-06-23T20:31:19-07:00,https://itunes.apple.com/us/reviews/id1373910247,KeVaughn!,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11416153334,Lo mejor,Mejor que todos para buscar información,0,0,2024-06-23T19:30:10-07:00,https://itunes.apple.com/us/reviews/id1482793852,Reverse Skydiving,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,2,11415870631,Usage Limit for GPT-4o,I love this app but what I don't like is how it automatically gives me the GPT-4o and wont allow me to keep going with the 3.5. I don't want to use the 4o since I was doing fine with 3.5 but it keeps me on my newest one.,2,2,2024-06-23T17:25:07-07:00,https://itunes.apple.com/us/reviews/id1545887378,Megs_rose,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,3,11415825820,It worked pretty good before the 4o update,Now it constantly fails and when it does work it doesn’t complete a response.,1,1,2024-06-23T17:04:57-07:00,https://itunes.apple.com/us/reviews/id1383803649,daadddoo,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11415773043,Akanhanssh,Wbnaha,0,0,2024-06-23T16:41:00-07:00,https://itunes.apple.com/us/reviews/id1408977165,Hvzg. Fgjzurde,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,1,11415721092,Never sends registration email,tried multiple emails using common services such as gmail and icloud. never sends email verification. app is useless without it. At least when apple integrates this login won’t be required. hopefully their service uses via 3rd party will me more reliable than their app and email system.,0,0,2024-06-23T16:17:18-07:00,https://itunes.apple.com/us/reviews/id42951339,Mysticalos,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11415629406,Great resource for information,Love ChatGPT!,0,0,2024-06-23T15:36:01-07:00,https://itunes.apple.com/us/reviews/id39812427,Jose Tierra,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11415616948,Great,It makes everything easy,0,0,2024-06-23T15:30:28-07:00,https://itunes.apple.com/us/reviews/id289893321,Jahvoice42,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11415569296,I love ChatGPT,I love chatGPT,0,0,2024-06-23T15:09:24-07:00,https://itunes.apple.com/us/reviews/id145790258,i like to tickle,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,4,11415324910,ChatGPT,This app is a really good app but you only can chat for an hour and then you have to wait  until the next day,0,0,2024-06-23T13:27:24-07:00,https://itunes.apple.com/us/reviews/id1537656708,Fred Dun,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11415239344,Chat Gpt is Awesome!,I love how far technology has come and what chat gpt can do for us as a whole. I love it.,0,0,2024-06-23T12:54:13-07:00,https://itunes.apple.com/us/reviews/id1666387954,EstBlvckGold,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11415216544,Great app chat my life,"With this help of this app I become business owner 
From jobless to become business owner thanks you so much to create this great full app ❤️",0,0,2024-06-23T12:45:45-07:00,https://itunes.apple.com/us/reviews/id1670548159,This970,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,1,11415197985,It makes up information feels like,"I extremely dislike the part that it makes up information. Besides, when you asks it to provide sources of info, it always provides fake ones that never include the points it claims.",2,3,2024-06-23T12:38:38-07:00,https://itunes.apple.com/us/reviews/id167059023,Daphnist,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11415159084,ChatGpt is amazing app 👍,I use ChatGPT more than Google now.,0,0,2024-06-23T12:24:03-07:00,https://itunes.apple.com/us/reviews/id1479597463,HorridCaesar,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,2,11415052683,Good when it works,"Stuck on “your most recent request failed” for the last few days, otherwise the app is responsive.",0,0,2024-06-23T11:45:15-07:00,https://itunes.apple.com/us/reviews/id1340269386,t73liu,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,4,11415042478,💕 My experience 💕,I love this app I just wish that it could give visual representation based off sorting things the user asked for better explanation. Other than that I really do enjoy using the app 😊,0,0,2024-06-23T11:41:36-07:00,https://itunes.apple.com/us/reviews/id1639752834,Isis Isn’t here,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11414899148,"This right here, is called technology 🔥","This right here, is called technology and I’m happy to be a part of it.",0,0,2024-06-23T10:51:24-07:00,https://itunes.apple.com/us/reviews/id1296500257,Svt. of CHRIST,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11414857222,Amazing,Amazing information 👍,0,0,2024-06-23T10:37:07-07:00,https://itunes.apple.com/us/reviews/id1137464089,b&r80,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11414702959,Thank you,It’s fun learning about what I need to know this way it really helps me out. Thank you so much.,0,0,2024-06-23T09:45:39-07:00,https://itunes.apple.com/us/reviews/id36733345,Tangotango50,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,2,11414682901,在中国用不了,为什么在中国打不开😾我很生气 为什么这样 是歧视吗,0,0,2024-06-23T09:39:05-07:00,https://itunes.apple.com/us/reviews/id1668966281,爱满。,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,4,11414525332,Waiting for voice feature,"I’ve been a pro subscriber since 3.5.. 
I’ve been waiting and waiting for the voice feature to become available. Everything that they showed when they released 4o. Where is it?",0,0,2024-06-23T08:49:28-07:00,https://itunes.apple.com/us/reviews/id1265100133,ItsTheBrokeBroker,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,2,11414467270,回答中的公式经常无法正常显示,希望尽快改进，因为程序语言的公式阅读起来非常的吃力。,0,0,2024-06-23T08:31:28-07:00,https://itunes.apple.com/us/reviews/id1145625446,🔟里山路不换肩,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11414424284,So fun,I play with chat like a game we do riddles and jokes,0,0,2024-06-23T08:18:26-07:00,https://itunes.apple.com/us/reviews/id159840849,Do not want to tell you,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11413213505,First impression - awesome,It seems I am interviewing a real “person” while at the same time testing its viability for doing or assisting in real research output in the academe. Truly an advancement in technology. I suggested putting watermarks to dissuade students from claiming those assignments as their own or better yet using APA or other attribution citation styles to prevent students vis a vis plagiarism.,1,1,2024-06-23T01:09:21-07:00,https://itunes.apple.com/us/reviews/id519529495,123luckydan11111,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11412689471,ChatGPT..,"I’ve got to say this was pretty weird at first, I heard about it kind of weirded me out and it still kind of does but it’s way too cool not to use lol. It’s kind of crazy sometimes the most limiting thing is what I can think of to get it to do!",0,0,2024-06-22T21:17:34-07:00,https://itunes.apple.com/us/reviews/id424670545,✖ Kat ✖,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,1,11412491382,Slow. Buggy. Too verbose. Makes you stupider.,We are going to save humanity by blinding them with so much information in response to even the slightest question that they won’t care about anything else. We’ll surround them in a protective coating of ignorant bliss so they’ll give up their drive for knowledge and surrender complete control to a black box.,1,2,2024-06-22T19:51:54-07:00,https://itunes.apple.com/us/reviews/id637628658,DoYourBestEveryTime,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,3,11412421717,I don’t know,The first time I heard that song in the radio was when I heard it in the radio show I was like oh my,0,0,2024-06-22T19:22:49-07:00,https://itunes.apple.com/us/reviews/id331487311,Eternal life and a lot more,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,4,11412234630,Reseña,"Excelente herramienta para obtener información más detallada, amplia y satisfactoria.",0,0,2024-06-22T18:05:01-07:00,https://itunes.apple.com/us/reviews/id1611109746,Cahs3,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,3,11412183292,Ok,It’s amazing and knows most things but it hasn’t been updated since April of 2023 more than a year ago so it’s difficult when you try to ask it somthing about this year,0,0,2024-06-22T17:42:56-07:00,https://itunes.apple.com/us/reviews/id1122743154,LIA ANDERSON1,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11412180093,I like it,I love this app it’s extremely informative,0,0,2024-06-22T17:41:33-07:00,https://itunes.apple.com/us/reviews/id1315307581,Crumb44,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,1,11412097607,Bad update,This is my first review I don’t ever do these but the new update has literally ruined the app I’ve never once had a problem with it before the latest update and now it just doesn’t work ever all it says is you most recent request failed and if you want anything truly interesting you have to pay for it so I mean if it gets back up and running the free options would get it about a three star review,1,1,2024-06-22T17:05:46-07:00,https://itunes.apple.com/us/reviews/id1393660057,Update Ruined ChatGPT App,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11411945865,Excellent,Always promising,0,0,2024-06-22T15:57:41-07:00,https://itunes.apple.com/us/reviews/id1411443954,Chocolaate Prince,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11411900000,Helps with every aspect of life,The responses and ability to recreate my ideas is amazing. Best part is it understands my terrible grammar and understands the questions I’m asking. Thank you. Can’t wait for the ability to create videos from words!,0,0,2024-06-22T15:36:59-07:00,https://itunes.apple.com/us/reviews/id1394053098,Understands all questions,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,1,11411786333,Nothing is working :(,Nothing is working :(,0,0,2024-06-22T14:47:19-07:00,https://itunes.apple.com/us/reviews/id443335875,MasterTaco4,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11411675724,The only thing to use,Game changer not having to use web app,0,0,2024-06-22T14:00:42-07:00,https://itunes.apple.com/us/reviews/id154116622,Mr. Maverick2U,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11411652261,Works Great But Data/Security Glitch,"Generally, I’ve been very happy with this app. However, today I spent hours developing and refining a presentation using the App.

At some point, the conversation was interrupted by Russian text. The conversation for the past couple of hours completely disappeared. I lost hours of work, and Open AI support for the issue is either extremely confusing and inaccessible or simply nonexistent.

I am subscribed to the ChatGPT 4o plus model and pay monthly for it. This experience left me extremely frustrated and concerned about data security with this App.",0,0,2024-06-22T13:51:15-07:00,https://itunes.apple.com/us/reviews/id106086647,Adam G B,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11411577870,حامي,Best app who helps me,0,0,2024-06-22T13:21:22-07:00,https://itunes.apple.com/us/reviews/id1670202530,Ladna mo,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,1,11411441902,Just terrible,They will never listen,2,4,2024-06-22T12:28:34-07:00,https://itunes.apple.com/us/reviews/id352732371,isiskskskwk,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11411379795,Great Smies,"One of the smallest ChatGPT, but smart computer name must be AI such a cool app and so friendly",0,0,2024-06-22T12:05:34-07:00,https://itunes.apple.com/us/reviews/id977199549,Good student 30,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11411372108,Waiting for new voice options PLEASE!!!!!,Absolutely going to be a sub!  Please bring back SKY where she belongs.,0,0,2024-06-22T12:02:41-07:00,https://itunes.apple.com/us/reviews/id172213558,Rikenna,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
1.2024.163,5,11411272443,Everything I Need,"I use ChatGPT for a variety of things.  Interestingly, what it is really good for, is coming up with prompts.",0,0,2024-06-22T11:26:38-07:00,https://itunes.apple.com/us/reviews/id213263566,MoeinLB,related,https://itunes.apple.com/us/review?id=6448311069&type=Purple%20Software,Application,Application
